instruction,input,output
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (42081ms, torso-hip: 25, ankle: 51, heel: 47)
Torso Forward: FALSE
Knees Forward: TRUE (42081ms, torso-hip: 25, ankle: 51, heel: 47)
Elbow Flaring: FALSE
Depth: 65
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 42081ms: 47mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 51 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 65 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (22619ms, torso-hip: 25, ankle: 44, heel: 48)
Torso Forward: FALSE
Knees Forward: TRUE (22619ms, torso-hip: 25, ankle: 44, heel: 48)
Elbow Flaring: FALSE
Depth: 64
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 22619ms: 48mm (threshold 30mm). Torso-hip: 25 degrees, ankle: 44 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 64 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (16340ms, torso-hip: 30, ankle: 43, heel: 38)
Torso Forward: FALSE
Knees Forward: TRUE (16340ms, torso-hip: 30, ankle: 43, heel: 38)
Elbow Flaring: FALSE
Depth: 58
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 16340ms: 38mm (threshold 30mm). Torso-hip: 30 degrees, ankle: 43 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 58 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (16033ms, torso-hip: 28, ankle: 36, heel: 39)
Torso Forward: FALSE
Knees Forward: TRUE (16033ms, torso-hip: 28, ankle: 36, heel: 39)
Elbow Flaring: FALSE
Depth: 46
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 16033ms: 39mm (threshold 30mm). Torso-hip: 28 degrees, ankle: 36 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 46 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (37343ms, torso-hip: 27, ankle: 34, heel: 44)
Torso Forward: FALSE
Knees Forward: TRUE (37343ms, torso-hip: 27, ankle: 34, heel: 44)
Elbow Flaring: FALSE
Depth: 68
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 37343ms: 44mm (threshold 30mm). Torso-hip: 27 degrees, ankle: 34 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 68 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (57644ms, torso-hip: 31, ankle: 48, heel: 32)
Torso Forward: FALSE
Knees Forward: TRUE (57644ms, torso-hip: 31, ankle: 48, heel: 32)
Elbow Flaring: FALSE
Depth: 74
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 57644ms: 32mm (threshold 30mm). Torso-hip: 31 degrees, ankle: 48 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 74 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (39218ms, torso-hip: 35, ankle: 58, heel: 45)
Torso Forward: FALSE
Knees Forward: TRUE (39218ms, torso-hip: 35, ankle: 58, heel: 45)
Elbow Flaring: FALSE
Depth: 56
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 39218ms: 45mm (threshold 30mm). Torso-hip: 35 degrees, ankle: 58 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 56 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (20855ms, torso-hip: 32, ankle: 44, heel: 43)
Torso Forward: FALSE
Knees Forward: TRUE (20855ms, torso-hip: 32, ankle: 44, heel: 43)
Elbow Flaring: FALSE
Depth: 53
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 20855ms: 43mm (threshold 30mm). Torso-hip: 32 degrees, ankle: 44 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 53 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (37702ms, torso-hip: 33, ankle: 53, heel: 48)
Torso Forward: FALSE
Knees Forward: TRUE (37702ms, torso-hip: 33, ankle: 53, heel: 48)
Elbow Flaring: FALSE
Depth: 47
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 37702ms: 48mm (threshold 30mm). Torso-hip: 33 degrees, ankle: 53 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 47 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
"""You are an expert fitness trainer and biomechanics specialist on back squat. Analyze back squat form data. Provide corrective feedback considering form issues, body type, and measurements. Give actionable recommendations.""","Body Type: Balanced
Heels Lifting: TRUE (38796ms, torso-hip: 29, ankle: 44, heel: 47)
Torso Forward: FALSE
Knees Forward: TRUE (38796ms, torso-hip: 29, ankle: 44, heel: 47)
Elbow Flaring: FALSE
Depth: 45
Acceptable: FALSE","Heels lifting. Keep heels on ground. ||| Heels lifted at 38796ms: 47mm (threshold 30mm). Torso-hip: 29 degrees, ankle: 44 degrees. Weight shifts forward when descending too quickly or bending knees before pushing hips back, causing heels to lift. Torso: proper alignment. Knees: forward (caused by heels lifting). Elbows: proper position. Depth: 45 degrees (acceptable range 75-90). Ankle mobility limited or weight too heavy, preventing full range of motion. Shift weight back and keep heels planted. Maintain weight over midfoot. Focus on sitting back first, control descent speed, engage core, improve ankle mobility if limited. Additionally, focus on lowering further while maintaining correct form. Improve ankle mobility if needed."
